gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Male,Yes,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,Established (13-36m),1,1,33.4108695652174,1.2391304347826022,Low_Value
Male,Yes,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,Veteran (61m+),4,1,53.02887323943662,-0.7288732394366235,Medium_Value
Female,No,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,Established (13-36m),2,0,63.45588235294117,1.544117647058826,Medium_Value
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,New (0-12m),0,1,21.61,-1.759999999999998,Low_Value
Female,No,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,Loyal (37-60m),2,0,33.94268292682927,1.5073170731707322,Low_Value
Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,Veteran (61m+),0,1,19.163888888888888,0.5361111111111114,Low_Value
Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,Established (13-36m),2,0,90.95,4.649999999999992,Top_Value
Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,Loyal (37-60m),0,0,19.76707317073171,0.0829268292682918,Low_Value
Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,Established (13-36m),1,1,78.73260869565217,3.1173913043478194,High_Value
Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,Veteran (61m+),6,1,109.61760563380282,-0.3176056338028274,Top_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,New (0-12m),0,0,70.3,0.0,Medium_Value
Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,Veteran (61m+),0,0,24.959722222222226,0.4402777777777764,Low_Value
Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,New (0-12m),0,0,62.975,6.824999999999996,Medium_Value
Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,Established (13-36m),0,1,19.360869565217392,0.6391304347826079,Low_Value
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,New (0-12m),1,0,85.175,0.375,High_Value
Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,Veteran (61m+),6,0,105.89166666666668,4.00833333333334,Top_Value
Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,New (0-12m),1,1,50.72857142857144,-0.4285714285714377,Medium_Value
Male,No,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,New (0-12m),3,0,95.90833333333336,-1.4083333333333456,Top_Value
Male,No,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,New (0-12m),4,0,100.76111111111112,0.73888888888888,Top_Value
Female,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,New (0-12m),2,0,88.12916666666666,1.0208333333333428,High_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,New (0-12m),0,0,19.4,0.0,Low_Value
Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,Loyal (37-60m),1,1,28.932291666666668,0.9677083333333308,Low_Value
Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,Established (13-36m),1,0,82.065,-3.265000000000001,High_Value
Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,Established (13-36m),1,1,85.946875,-0.5968750000000114,High_Value
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,New (0-12m),1,0,76.35,3.300000000000012,High_Value
Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,New (0-12m),0,0,18.52,0.7800000000000011,Low_Value
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,New (0-12m),1,0,97.525,-17.92500000000001,High_Value
Male,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,Established (13-36m),3,0,91.335,5.464999999999989,Top_Value
Male,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,Established (13-36m),0,0,20.875,-0.2250000000000014,Low_Value
Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,Established (13-36m),0,0,18.13157894736842,1.6684210526315797,Low_Value
Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,Established (13-36m),2,0,87.36842105263158,3.231578947368419,Top_Value
Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,Established (13-36m),5,0,99.1159090909091,5.484090909090895,Top_Value
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,Established (13-36m),1,1,81.02571428571429,-0.9757142857142896,High_Value
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,New (0-12m),0,0,45.15,0.0,Medium_Value
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,Loyal (37-60m),0,1,70.02179487179487,3.1282051282051384,High_Value
Female,Yes,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,Loyal (37-60m),4,0,100.68703703703704,-1.5870370370370497,Top_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,New (0-12m),0,1,20.2,0.0,Low_Value
Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,Veteran (61m+),4,1,105.7780303030303,0.2719696969696912,Top_Value
Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,Loyal (37-60m),4,0,103.47232142857142,1.877678571428575,Top_Value
Male,No,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,Established (13-36m),0,1,41.51111111111111,4.138888888888886,Medium_Value
Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,Established (13-36m),1,1,79.246875,0.703125,High_Value
Female,No,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,Veteran (61m+),2,1,54.04338235294117,0.4066176470588303,Medium_Value
Female,Yes,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,Loyal (37-60m),0,1,24.067924528301884,1.0320754716981178,Low_Value
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,Veteran (61m+),5,1,81.85972222222222,2.8402777777777857,High_Value
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,New (0-12m),0,0,80.51666666666667,-4.666666666666671,High_Value
Female,No,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,Established (13-36m),1,0,51.225,-2.4250000000000043,Medium_Value
Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,Established (13-36m),3,0,100.43333333333334,-1.2833333333333314,Top_Value
Female,No,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,Established (13-36m),2,0,33.73888888888889,1.4611111111111157,Low_Value
Female,Yes,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,Loyal (37-60m),4,0,75.53727272727274,0.712727272727264,High_Value
Female,No,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,Loyal (37-60m),4,0,56.00897435897436,-0.1089743589743577,Medium_Value
Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,Established (13-36m),1,0,88.23095238095237,-5.88095238095238,High_Value
Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,New (0-12m),3,1,38.575,1.824999999999996,Medium_Value
Male,Yes,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,Established (13-36m),0,1,25.690909090909088,-0.7909090909090892,Low_Value
Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,Loyal (37-60m),4,1,54.32840909090908,-0.0284090909090863,Medium_Value
Female,No,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,Established (13-36m),3,1,64.11666666666666,2.183333333333337,Medium_Value
Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,Veteran (61m+),0,1,21.03098591549296,-0.1309859154929604,Low_Value
Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,New (0-12m),0,0,84.525,-9.175000000000011,High_Value
Male,No,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,Established (13-36m),2,0,86.58857142857143,-1.4385714285714215,High_Value
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,New (0-12m),1,1,75.35,0.0,High_Value
Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,Established (13-36m),4,0,94.99347826086957,9.456521739130435,Top_Value
Female,No,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,Established (13-36m),3,1,46.88181818181818,2.56818181818182,Medium_Value
Female,No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,Loyal (37-60m),0,1,18.802040816326528,0.6479591836734713,Low_Value
Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,Loyal (37-60m),3,0,92.27142857142856,-0.1214285714285665,Top_Value
Female,No,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,Established (13-36m),3,0,94.6818181818182,-0.8818181818181898,Top_Value
Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,New (0-12m),0,0,20.592857142857145,-0.7428571428571438,Low_Value
Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,Veteran (61m+),4,1,99.8358208955224,0.4141791044776113,Top_Value
Male,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,Established (13-36m),3,0,96.74,-1.039999999999992,Top_Value
Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,Veteran (61m+),3,0,95.04776119402985,-1.89776119402984,Top_Value
Male,No,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,Loyal (37-60m),4,0,70.36981132075472,-0.669811320754718,Medium_Value
Male,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,Established (13-36m),0,0,16.67142857142857,3.12857142857143,Low_Value
Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,Loyal (37-60m),4,0,71.17999999999999,0.1700000000000017,High_Value
Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,Established (13-36m),0,1,20.56136363636364,0.1886363636363626,Low_Value
Male,No,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,Loyal (37-60m),2,0,38.32051282051282,2.279487179487184,Medium_Value
Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,Loyal (37-60m),0,0,20.67666666666667,-0.2766666666666708,Low_Value
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,New (0-12m),0,0,20.925,-0.5749999999999993,Low_Value
Female,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,Loyal (37-60m),0,1,22.316666666666663,-2.5666666666666664,Low_Value
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,New (0-12m),1,0,59.3875,-4.987500000000004,Medium_Value
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,New (0-12m),3,1,96.15714285714286,-1.4571428571428555,Top_Value
Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,New (0-12m),1,1,34.78333333333333,-4.283333333333331,Low_Value
Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,New (0-12m),0,0,21.535714285714285,-1.0857142857142854,Low_Value
Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,Loyal (37-60m),2,1,65.28571428571429,0.8642857142857139,Medium_Value
Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,Veteran (61m+),3,0,89.9176923076923,-0.0676923076923117,High_Value
Female,No,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,Loyal (37-60m),0,1,44.77454545454545,0.2754545454545436,Medium_Value
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,Veteran (61m+),6,1,88.22253521126761,-1.3725352112676177,High_Value
Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,Established (13-36m),4,0,97.24,-0.4900000000000091,Top_Value
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,New (0-12m),0,0,79.25,-2.25,High_Value
Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,New (0-12m),0,1,20.12272727272727,-0.0227272727272698,Low_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,New (0-12m),1,0,75.3,0.0,High_Value
Male,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,Established (13-36m),5,1,98.35882352941177,8.29117647058824,Top_Value
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,Veteran (61m+),5,1,109.46111111111112,0.6888888888888971,Top_Value
Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,Established (13-36m),2,1,82.88571428571429,-0.0357142857142918,High_Value
Female,No,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,Established (13-36m),0,0,20.58333333333333,-0.4833333333333307,Low_Value
Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,Loyal (37-60m),4,1,101.555,-2.3549999999999898,Top_Value
Female,No,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,Loyal (37-60m),2,0,58.5326923076923,0.917307692307702,Medium_Value
Female,No,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,Loyal (37-60m),2,1,57.94468085106383,0.6553191489361723,Medium_Value
Female,No,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,Established (13-36m),1,1,47.01086956521739,2.689130434782612,Medium_Value
Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,Veteran (61m+),4,0,62.07651515151515,3.773484848484841,Medium_Value
Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,New (0-12m),0,0,79.025,-5.525000000000006,High_Value
Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,Loyal (37-60m),2,0,86.00638297872341,-0.5063829787234084,High_Value
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,New (0-12m),0,0,23.55,-3.5,Low_Value
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,Veteran (61m+),6,1,115.02535211267606,-1.3753521126760546,Top_Value
Female,Yes,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,Loyal (37-60m),2,0,82.274,1.1260000000000048,High_Value
Male,No,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,Loyal (37-60m),4,0,66.24239130434783,-0.5923913043478279,Medium_Value
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,New (0-12m),0,0,70.4,0.0,High_Value
